time_step,bus_voltages,bus_angles,load_p,load_q,gen_p,gen_q
441,"[1.06, 1.0450000000000002, 1.01, 1.0400813196057093, 1.0391501021005676, 1.0700000000000003, 1.0861004470652338, 1.0899999999999999, 1.0955675754715994, 1.0910661213927748, 1.0807548061142584, 1.071894594530509, 1.0736610418896686, 1.0860082121664743]","[0.0, 1.3699176258526307, 1.7989243746789632, 1.1264889736234296, 1.1048177003228745, 1.299322887161256, 1.0147898299789044, 1.0147898299789047, 0.9577503567529262, 1.0033380201611584, 1.1342441122999576, 1.289136330358846, 1.239170346281473, 1.0739709328418565]","[8.897731186987416e-05, 0.00038625174092820843, 0.00019599610633087443, 3.116256083921852e-05, 4.592377386832198e-05, 0.00012095994009959837, 3.690303257275878e-05, 1.4351179333850636e-05, 2.5012055410425367e-05, 5.535454885913824e-05, 6.109502059267841e-05]","[5.207427929711517e-05, 7.790640209804614e-05, -1.5991314114862142e-05, 6.560539124046001e-06, 3.075252714396567e-05, 6.806559341197732e-05, 2.3781954324666785e-05, 7.380606514551734e-06, 6.560539124046001e-06, 2.3781954324666785e-05, 2.050168476264375e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117253698358578, -38.48538088941112, -27.88893672135123, 2.413007492986022]"
442,"[1.06, 1.0450000000000002, 1.01, 1.0400813218403524, 1.039150103850112, 1.0699999999999998, 1.0861004497868842, 1.0899999999999999, 1.0955675801117581, 1.0910661261816346, 1.0807548090031602, 1.0718945966758557, 1.0736610448425326, 1.0860082183637176]","[0.0, 1.3699184398547353, 1.798926258866846, 1.1264904597391632, 1.1048189842369651, 1.2993248986970238, 1.014791698018403, 1.0147916980184035, 0.9577524199416915, 1.0033401090203795, 1.1342461783761544, 1.2891384531622183, 1.239172473371043, 1.07397314793206]","[8.60460035575442e-05, 0.0003735268910193844, 0.0001895391230438066, 3.013592751324121e-05, 4.4410840545829096e-05, 0.000116974981794818, 3.568728258146986e-05, 1.3878387670571612e-05, 2.418804708299621e-05, 5.353092387220486e-05, 5.908227894043342e-05]","[5.035872097607414e-05, 7.533981878310287e-05, -1.5464489118636943e-05, 6.344405792261304e-06, 2.9739402151224903e-05, 6.582321009471109e-05, 2.2998470996947257e-05, 7.137456516293951e-06, 6.344405792261304e-06, 2.2998470996947257e-05, 1.982626810081657e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117258928286244, -38.48538817805851, -27.888941166492454, 2.413005808853759]"
443,"[1.06, 1.0449999999999995, 1.0100000000000002, 1.040081317173801, 1.0391501001965804, 1.07, 1.0861004441033275, 1.0899999999999999, 1.095567570421826, 1.0910661161811737, 1.0807548029703358, 1.0718945921957794, 1.0736610386761374, 1.0860082054221636]","[0.0, 1.369916739993829, 1.7989223241628527, 1.1264873563196005, 1.1048163030702127, 1.299320698055485, 1.0147877970366583, 1.0147877970366586, 0.957748111434442, 1.003335746906137, 1.1342418638391603, 1.2891340201632357, 1.2391680314212916, 1.0739685222127022]","[9.216738380019472e-05, 0.0004000998872801069, 0.00020302308505296303, 3.2279821054446e-05, 4.7570262606551935e-05, 0.00012529667382975764, 3.8226103880265e-05, 1.48657070645475e-05, 2.590880374106847e-05, 5.7339155820397574e-05, 6.328543864621649e-05]","[5.3941279919929505e-05, 8.069955263611483e-05, -1.6564645014781505e-05, 6.795751800935996e-06, 3.185508656688752e-05, 7.050592493471102e-05, 2.4634600278393017e-05, 7.645220776052978e-06, 6.795751800935996e-06, 2.4634600278393017e-05, 2.123672437792498e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11724800675596, -38.485372957351835, -27.888931883811253, 2.413009325786529]"
444,"[1.06, 1.0450000000000002, 1.01, 1.040081320166472, 1.0391501025395995, 1.0700000000000003, 1.086100447748207, 1.0899999999999999, 1.0955675766360047, 1.091066122594495, 1.080754806839202, 1.0718945950688632, 1.073661042630662, 1.0860082137216147]","[0.0, 1.3699178301188695, 1.7989248474983432, 1.1264893465503174, 1.1048180225091508, 1.2993233919374199, 1.0147902987460031, 1.0147902987460031, 0.9577508744909156, 1.0033385443409097, 1.1342446307625307, 1.2891368630565858, 1.2391708800547905, 1.0739714886981042]","[8.824172739433095e-05, 0.00038305855855050476, 0.00019437578661055344, 3.09049367832679e-05, 4.55441173648158e-05, 0.00011995995198768478, 3.659795145386989e-05, 1.4232536676504957e-05, 2.4805278207622898e-05, 5.48969271808049e-05, 6.058994185140681e-05]","[5.164377594046085e-05, 7.72623419581696e-05, -1.5859112296676957e-05, 6.506302480687977e-06, 3.049829287822493e-05, 6.750288823713782e-05, 2.3585346492493946e-05, 7.319590290773956e-06, 6.506302480687977e-06, 2.3585346492493946e-05, 2.033219525214992e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117255010760605, -38.48538271842935, -27.88893783681825, 2.4130070703685114]"
445,"[1.06, 1.045, 1.0100000000000005, 1.0400813096134724, 1.039150094277454, 1.0700000000000003, 1.0861004348953391, 1.09, 1.0955675547230679, 1.091066099979326, 1.0807547931964956, 1.0718945849375643, 1.0736610286858994, 1.0860081844554217]","[0.0, 1.369913986032244, 1.7989159495097826, 1.1264823284387484, 1.1048119592853356, 1.2993138925544483, 1.0147814770174142, 1.014781477017414, 0.9577411311790862, 1.0033286798015661, 1.134234873814967, 1.2891268382176266, 1.239160834974423, 1.0739610280388343]","[0.00010208469260285542, 0.0004431510618981085, 0.00022486858554914642, 3.575316422957139e-05, 5.268887360147356e-05, 0.00013877872957531018, 4.23392734297556e-05, 1.646527300046051e-05, 2.869661865794543e-05, 6.350891014463348e-05, 7.009501934481759e-05]","[5.9745419173099576e-05, 8.93829105739283e-05, -1.834701848622743e-05, 7.526981943067658e-06, 3.528272785812969e-05, 7.809243765932702e-05, 2.7285309543620293e-05, 8.467854685951094e-06, 7.526981943067658e-06, 2.7285309543620293e-05, 2.352181857208642e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11723031266258, -38.48534829813093, -27.888916844844267, 2.413015023605112]"
446,"[1.06, 1.045, 1.01, 1.0400812830215984, 1.0391500734581587, 1.07, 1.0861004025081724, 1.0899999999999999, 1.0955674995059896, 1.0910660429927372, 1.0807547588190705, 1.0718945594083216, 1.0736609935473433, 1.0860081107093253]","[0.0, 1.3699042995534363, 1.7988935280131746, 1.1264646439291572, 1.1047966809389345, 1.2992899556409634, 1.0147592476838034, 1.0147592476838034, 0.9577165796042525, 1.003303822752925, 1.134210287880276, 1.2891015772398071, 1.2391355229915226, 1.0739346688640021]","[0.00013696673045171604, 0.0005945744704401667, 0.0003017055168475581, 4.796991481258245e-05, 7.069250603959511e-05, 0.00018619901144357686, 5.680647806753186e-05, 2.2091408137373503e-05, 3.850216846799377e-05, 8.52097171012979e-05, 9.404628035624717e-05]","[8.016025238418386e-05, 0.0001199247870314559, -2.4616140495930478e-05, 1.0098929434227881e-05, 4.733873172294325e-05, 0.00010477639288011435, 3.660861919907611e-05, 1.1361295613506337e-05, 1.0098929434227881e-05, 3.660861919907611e-05, 3.1559154481962115e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117168077348886, -38.485261564504306, -27.88886394843249, 2.413035064485948]"
447,"[1.06, 1.045, 1.01, 1.040081256017622, 1.0391500523162107, 1.07, 1.0861003696191058, 1.09, 1.09556744343323, 1.0910659851230498, 1.080754723908914, 1.071894533483468, 1.0736609578642662, 1.086008035820422]","[0.0, 1.3698944629693832, 1.7988707590657507, 1.126446685374801, 1.1047811658344593, 1.2992656477933442, 1.014736673877435, 1.014736673877435, 0.9576916475703802, 1.0032785805114934, 1.1341853209540775, 1.2890759248097658, 1.2391098187660177, 1.0739079012187733]","[0.00017238930791408735, 0.0007483443689173726, 0.00037973312987526987, 6.03759788086203e-05, 8.897512666533508e-05, 0.00023435412827030279, 7.149786964178721e-05, 2.780472708291725e-05, 4.845966720165572e-05, 0.00010724680446268096, 0.00011836869529584769]","[0.00010089143827229974, 0.00015093994702155045, -3.09824101781078e-05, 1.2710732380762165e-05, 5.9581558034822714e-05, 0.00013187384845040755, 4.60764048802629e-05, 1.4299573928357398e-05, 1.2710732380762165e-05, 4.60764048802629e-05, 3.9721038689881744e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11710487748635, -38.485173486787104, -27.888810232289433, 2.41305541593802]"
448,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400812425983974, 1.0391500418100303, 1.0700000000000003, 1.086100353275378, 1.0899999999999999, 1.0955674155687187, 1.0910659563655847, 1.0807547065608398, 1.0718945206005066, 1.0736609401321038, 1.0860079986055167]","[0.0, 1.369889574828652, 1.798859444384193, 1.1264377611448622, 1.104773455839706, 1.2992535683788082, 1.0147254561683663, 1.0147254561683663, 0.9576792579760587, 1.0032660367642359, 1.1341729140205155, 1.2890631772254983, 1.239097045442791, 1.0738945994452727]","[0.00018999201666899967, 0.0008247579709778674, 0.00041850776022019185, 6.654098279651585e-05, 9.80603957001285e-05, 0.0002582840779601605, 7.879853225903193e-05, 3.06438736562902e-05, 5.3407894086677137e-05, 0.00011819779838854806, 0.00013045534785106395]","[0.0001111934844099673, 0.00016635245699128927, -3.414603064558051e-05, 1.4008627957161227e-05, 6.566544354919332e-05, 0.00014533951505554783, 5.0781276344709506e-05, 1.5759706451806338e-05, 1.4008627957161227e-05, 5.0781276344709506e-05, 4.377696236612881e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117073471229318, -38.48512971789223, -27.888783538857847, 2.413065529286346]"
449,"[1.06, 1.0449999999999997, 1.0099999999999996, 1.0400812073500922, 1.0391500142134118, 1.07, 1.0861003103452898, 1.0900000000000003, 1.0955673423769883, 1.0910658808283344, 1.0807546609926482, 1.071894486760832, 1.0736608935550298, 1.0860079008531136]","[0.0, 1.3698767351495158, 1.7988297241115931, 1.1264143198713772, 1.104753203997644, 1.2992218393823112, 1.0146959906136526, 1.0146959906136526, 0.957646714230418, 1.0032330881050726, 1.1341403247299, 1.2890296931477065, 1.2390634937564962, 1.0738596596785024]","[0.00023622904504920578, 0.0010254735503979321, 0.0005203570669747471, 8.273459642276312e-05, 0.00012192466841249287, 0.0003211408676936204, 9.797517997432475e-05, 3.810145887890407e-05, 6.640539976037558e-05, 0.00014696276996148733, 0.00016220335351304873]","[0.0001382538650748805, 0.00020683649105690736, -4.24559113222074e-05, 1.7417809773213283e-05, 8.164598331193735e-05, 0.00018070977639708793, 6.313956042789821e-05, 1.959503599486489e-05, 1.7417809773213283e-05, 6.313956042789821e-05, 5.443065554129148e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11699097626287, -38.48501475009927, -27.88871342318811, 2.4130920940303042]"
450,"[1.06, 1.0449999999999995, 1.01, 1.0400811770213956, 1.0391499904684414, 1.07, 1.0861002734069758, 1.0900000000000005, 1.0955672794006794, 1.0910658158338777, 1.0807546217844466, 1.0718944576441962, 1.073660853478765, 1.0860078167441007]","[0.0, 1.3698656875176307, 1.7988041519293305, 1.126394150321806, 1.1047357787271201, 1.2991945388360036, 1.0146706375983772, 1.0146706375983772, 0.9576187126505324, 1.0032047381258378, 1.1341122839617417, 1.2890008824787422, 1.2390346249152289, 1.073829596492444]","[0.00027601271643543665, 0.0011981750178902335, 0.0006079911449591633, 9.666804815250293e-05, 0.000142458176224741, 0.0003752246605919526, 0.00011447532018059558, 4.451818007023162e-05, 7.758882812240358e-05, 0.00017171298027089362, 0.000189520252298986]","[0.00016153739625484047, 0.0002416701203812568, -4.9605972078258095e-05, 2.0351168032105874e-05, 9.539610015049638e-05, 0.0002111433683330986, 7.377298411638387e-05, 2.2895064036119045e-05, 2.0351168032105874e-05, 7.377298411638387e-05, 6.359740010033083e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.116919995029424, -38.48491582843142, -27.888653093594986, 2.4131149511194163]"
451,"[1.06, 1.045, 1.01, 1.0400812173709058, 1.039150022058913, 1.0700000000000003, 1.086100322549971, 1.09, 1.095567363184811, 1.091065902302969, 1.08075467394732, 1.0718944963811798, 1.073660906796518, 1.0860079286433375]","[0.0, 1.369880385366934, 1.798838173345675, 1.1264209840365782, 1.1047589614331865, 1.2992308596804174, 1.0147043674334606, 1.0147043674334608, 0.9576559661551219, 1.0032424551434342, 1.134149589602679, 1.2890392124012757, 1.2390730322306138, 1.0738695927727404]","[0.00022308423103421714, 0.0009684117310333273, 0.0004914021310338966, 7.813088275852748e-05, 0.00011514024827572458, 0.000303271189654811, 9.252341379299307e-05, 3.598132758616398e-05, 6.271031379302856e-05, 0.0001387851206894898, 0.00015317765172395519]","[0.00013056081724122358, 0.0001953272068963183, -4.009347931029701e-05, 1.6448606896532096e-05, 7.710284482749428e-05, 0.00017065429655152063, 5.962619999992891e-05, 1.8504682758598557e-05, 1.6448606896532096e-05, 5.962619999992891e-05, 5.140189655166278e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11701442893962, -38.48504743452302, -27.888733356514088, 2.4130845418857323]"
452,"[1.06, 1.045, 1.01, 1.0400812385836282, 1.0391500386667858, 1.0700000000000005, 1.0861003483856553, 1.09, 1.0955674072322052, 1.0910659477619165, 1.080754701370638, 1.0718945167461789, 1.0736609348269892, 1.0860079874715491]","[0.0, 1.369888112393137, 1.7988560592541842, 1.1264350911909402, 1.1047711491610566, 1.2992499544557732, 1.0147221000506392, 1.014722100050639, 0.9576755512533284, 1.00326228392198, 1.1341692021102352, 1.2890593633992322, 1.2390932239159438, 1.0738906198164917]","[0.00019525840047643638, 0.0008476194158930996, 0.0004301083660264349, 6.838543058160889e-05, 0.00010077852927816035, 0.000265443447652298, 8.098274674137896e-05, 3.1493290399425154e-05, 5.488830612471234e-05, 0.0001214741201120686, 0.0001340714362718385]","[0.00011427565373505699, 0.00017096357645402188, -3.509252358793089e-05, 1.4396932754022921e-05, 6.748562228448251e-05, 0.0001493681773229879, 5.218888123333314e-05, 1.619654934827574e-05, 1.4396932754022921e-05, 5.218888123333314e-05, 4.499041485632161e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117064075087967, -38.48511662309892, -27.888775552707234, 2.4130685550018445]"
453,"[1.06, 1.0450000000000002, 1.01, 1.0400811974583657, 1.0391500064689736, 1.07, 1.0861002982978296, 1.09, 1.095567321837214, 1.091065859630339, 1.0807546482048607, 1.0718944772644166, 1.0736608804841226, 1.0860078734208896]","[0.0, 1.3698731319550626, 1.7988213837226545, 1.1264077415556613, 1.1047475207308648, 1.299212935285974, 1.0146877217061883, 1.0146877217061887, 0.9576375814913703, 1.00322384173529, 1.1341311792095745, 1.2890202965235757, 1.23905407815942, 1.073849854544877]","[0.0002492045237662317, 0.00108180028289304, 0.0005489389970518825, 8.727900371536206e-05, 0.00012862168968579655, 0.00033878034336884, 0.00010335671492608665, 4.019427802681148e-05, 7.00528845610142e-05, 0.0001550350723891302, 0.00017111278359985456]","[0.00014584780884014452, 0.00021819750928840471, -4.4787909801304223e-05, 1.8374527097970953e-05, 8.613059577173894e-05, 0.0001906357186414488, 6.660766073014479e-05, 2.0671342985217267e-05, 1.8374527097970953e-05, 6.660766073014479e-05, 5.7420397181159214e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.11696782569019, -38.48498248671862, -27.888693746644556, 2.41309954888788]"
454,"[1.06, 1.0450000000000002, 1.0099999999999998, 1.040081197861815, 1.0391500067848427, 1.0699999999999994, 1.086100298789205, 1.09, 1.095567322674962, 1.0910658604949335, 1.0807546487264312, 1.0718944776517434, 1.07366088101724, 1.0860078745397561]","[0.0, 1.36987327891705, 1.798821723898608, 1.1264080098626787, 1.1047477525319016, 1.2992132984536469, 1.0146880589666611, 1.0146880589666616, 0.9576379539845793, 1.0032242188631066, 1.1341315522240933, 1.2890206797797776, 1.239054462189457, 1.0738502544627708]","[0.0002486752983613287, 0.001079502908093876, 0.0005477732378650455, 8.709365288230847e-05, 0.00012834854108971757, 0.000338060889477382, 0.00010313722051852319, 4.01089190905368e-05, 6.990411612922119e-05, 0.00015470583077778502, 0.00017074939841399948]","[0.00014553807784280497, 0.00021773413220577074, -4.469279555802672e-05, 1.833550586995967e-05, 8.594768376543606e-05, 0.00019023087340083175, 6.646620877860389e-05, 2.0627444103704574e-05, 1.833550586995967e-05, 6.646620877860389e-05, 5.7298455843623955e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.116968769923073, -38.48498380263156, -27.888694549184784, 2.413099244829235]"
455,"[1.06, 1.0450000000000002, 1.0100000000000002, 1.0400811999046908, 1.0391500083842524, 1.07, 1.0861003012772896, 1.09, 1.09556732691691, 1.0910658648728195, 1.0807546513674111, 1.0718944796129777, 1.0736608837166917, 1.0860078802051585]","[0.0, 1.3698740230618214, 1.798823446385926, 1.126409368440266, 1.10474892626074, 1.2992151373598768, 1.0146897666913894, 1.0146897666913897, 0.9576398401109413, 1.0032261284569062, 1.134133440990093, 1.289022620404635, 1.2390564067326728, 1.0738522794544931]","[0.0002459955555571304, 0.0010678701075337157, 0.0005418703942687009, 8.615512544858004e-05, 0.0001269654480294862, 0.000334417921149094, 0.00010202580645226583, 3.9676702509214495e-05, 6.915082437320232e-05, 0.00015303870967839898, 0.00016890939068208452]","[0.00014396974910486405, 0.00021538781362144966, -4.421118279598187e-05, 1.8137921147069476e-05, 8.502150537688826e-05, 0.00018818093190084596, 6.574996415812692e-05, 2.0405161290453102e-05, 1.8137921147069476e-05, 6.574996415812692e-05, 5.668100358459209e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.116973551063797, -38.48499046578178, -27.888698612855254, 2.4130977052253986]"
456,"[1.06, 1.045, 1.01, 1.0400812099209291, 1.0391500162261726, 1.07, 1.0861003134763971, 1.09, 1.0955673477152288, 1.0910658863376452, 1.0807546643161652, 1.0718944892289295, 1.0736608969521295, 1.086007907982687]","[0.0, 1.3698776716116634, 1.7988318917599546, 1.1264160295608912, 1.1047546810659483, 1.2992241535369982, 1.0146981396841748, 1.0146981396841743, 0.9576490878088315, 1.0032354912158616, 1.134142701630142, 1.2890321353092689, 1.239065940849081, 1.0738622080107454]","[0.00023285674718672334, 0.0010108343587552668, 0.0005129286873513987, 8.155351514373702e-05, 0.00012018412758024385, 0.0003165564074658217, 9.657653109126753e-05, 3.7557539868826266e-05, 6.54574266285257e-05, 0.0001448647966369015, 0.00015988781258443176]","[0.00013628021609545532, 0.00020388378785934214, -4.184983013954927e-05, 1.7169161082891998e-05, 8.048044257605633e-05, 0.00017813004623500463, 6.223820892548356e-05, 1.9315306218253442e-05, 1.7169161082891998e-05, 6.223820892548356e-05, 5.3653628384037475e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.116996993040495, -38.48502313527817, -27.888718537077438, 2.4130901565297354]"
457,"[1.06, 1.045, 1.0100000000000002, 1.040081216117377, 1.0391500210774993, 1.0700000000000003, 1.0861003210232574, 1.0900000000000003, 1.0955673605819078, 1.0910658996166522, 1.0807546723267867, 1.0718944951777456, 1.073660905140106, 1.0860079251669874]","[0.0, 1.3698799287519285, 1.7988371164094232, 1.126420150399144, 1.1047582412208818, 1.299229731308307, 1.0147033195556907, 1.0147033195556907, 0.9576548088082486, 1.0032412833967075, 1.1341484306360963, 1.289038021613543, 1.2390718390385402, 1.0738683502166324]","[0.00022472854938557975, 0.0009755497397291044, 0.0004950241779092484, 7.870677305670056e-05, 0.00011598892871513751, 0.00030550655331219336, 9.320538914609278e-05, 3.624654022348053e-05, 6.31725415323517e-05, 0.00013980808371913937, 0.00015430669980853135]","[0.0001315231602394865, 0.000196766932641751, -4.038900196330688e-05, 1.6569846959305376e-05, 7.767115762174404e-05, 0.0001719121622027934, 6.006569522748205e-05, 1.8641077829218493e-05, 1.6569846959305376e-05, 6.006569522748205e-05, 5.178077174782928e-05]","[40.0, 0.0, 0.0, 0.0]","[-23.117011495185505, -38.485043345945144, -27.888730863004046, 2.4130854866021796]"
